product_id,product_name,category,description,material,grade,size,price,unit,MOQ,supplier,location,availability,rating
P0381,Industrial Bearing,Hardware,Industrial quality product suitable for bulk commercial procurement. Industrial Bearing in 6202 specification.,Chrome Steel,6200 Series,6202,801.61,kg,250,ABC Industries,Chennai,In Stock,4.6
P0382,Engine Oil Filter,Automotive,"Suitable for wholesale buyers, distributors, and regular business orders. Engine Oil Filter in Small specification.",Steel,OEM Grade,Small,198.87,piece,25,Apex Components,Delhi,In Stock,3.7
P0383,Hydraulic Press Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Hydraulic Press Machine in 20 Ton specification.",Steel,Hydraulic,20 Ton,498710.2,piece,2,Prime Traders,Coimbatore,Limited Stock,4.6
P0384,AAC Block,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. AAC Block in 600x200x150 mm specification.",Autoclaved Aerated Concrete,Grade 4,600x200x150 mm,1791.9,box,100,Apex Components,Delhi,In Stock,3.7
P0385,Industrial Air Compressor,Machinery,Reliable supplier-grade material for manufacturing and industrial use. Industrial Air Compressor in 5 HP specification.,Cast Iron,Reciprocating,5 HP,443122.08,piece,1,Metro Industrial Supplies,Bengaluru,In Stock,4.4
P0386,Copper Electrical Cable,Electrical,"Suitable for wholesale buyers, distributors, and regular business orders. Copper Electrical Cable in 4 sq mm specification.",Copper,FR,4 sq mm,1668.29,kg,100,Universal B2B Supplies,Kolkata,In Stock,4.4
P0387,Stainless Steel Pipe 304,Steel,Quality-tested product with bulk supply capability. Stainless Steel Pipe 304 in 1 inch specification.,Stainless steel,304,1 inch,335.21,meter,100,ABC Industries,Chennai,In Stock,4.3
P0388,Stainless Steel Nut,Hardware,Quality-tested product with bulk supply capability. Stainless Steel Nut in M8 specification.,Stainless Steel,304,M8,1029.24,piece,250,Universal B2B Supplies,Kolkata,In Stock,4.5
P0389,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,280.21,kg,50,Prime Traders,Coimbatore,In Stock,4.2
P0390,Ceramic Wall Tile,Construction Materials,Quality-tested product with bulk supply capability. Ceramic Wall Tile in 300x600 mm specification.,Ceramic,Glossy,300x600 mm,1751.88,box,500,Techno Supply Co,Pune,In Stock,3.7
P0391,Lead Acid Automotive Battery,Automotive,Industrial quality product suitable for bulk commercial procurement. Lead Acid Automotive Battery in 35 Ah specification.,Lead Acid,Maintenance Free,35 Ah,11207.52,box,25,Universal B2B Supplies,Kolkata,In Stock,4.5
P0392,LDPE Film Roll,Plastic,Industrial quality product suitable for bulk commercial procurement. LDPE Film Roll in 50 micron specification.,LDPE,Film Grade,50 micron,249.29,kg,500,Prime Traders,Coimbatore,In Stock,4.5
P0393,Door Hinge,Hardware,"Suitable for wholesale buyers, distributors, and regular business orders. Door Hinge in 4 inch specification.",Stainless Steel,Heavy Duty,4 inch,77.02,piece,50,Kaveri Industrial Solutions,Madurai,In Stock,4.7
P0394,PET Packaging Bottle,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,28.27,piece,50,Prime Traders,Coimbatore,In Stock,4.0
P0395,Door Hinge,Hardware,Industrial quality product suitable for bulk commercial procurement. Door Hinge in 5 inch specification.,Stainless Steel,Heavy Duty,5 inch,560.19,box,100,Prime Traders,Coimbatore,Limited Stock,4.1
P0396,Door Hinge,Hardware,Industrial quality product suitable for bulk commercial procurement. Door Hinge in 4 inch specification.,Stainless Steel,Heavy Duty,4 inch,1276.31,box,100,Universal B2B Supplies,Kolkata,In Stock,4.5
P0397,Carbon Steel Pipe,Steel,Quality-tested product with bulk supply capability. Carbon Steel Pipe in 1 inch specification.,Carbon steel,IS 2062,1 inch,417.15,meter,1000,South India Materials,Salem,In Stock,4.4
P0398,Corrugated Shipping Box,Packaging,Quality-tested product with bulk supply capability. Corrugated Shipping Box in 24x18x12 inch specification.,Kraft Paper,5 Ply,24x18x12 inch,243.49,piece,500,Universal B2B Supplies,Kolkata,In Stock,4.8
P0399,Hex Bolt,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Hex Bolt in M6 specification.,Carbon Steel,Grade 8.8,M6,983.15,piece,1000,National Engineering Works,Hyderabad,In Stock,4.3
P0400,Portland Cement,Construction Materials,Quality-tested product with bulk supply capability. Portland Cement in 50 kg specification.,Cement,OPC 53 Grade,50 kg,1310.71,meter,50,Apex Components,Delhi,In Stock,4.8
P0401,Automotive Brake Pad,Automotive,Quality-tested product with bulk supply capability. Automotive Brake Pad in Front specification.,Semi Metallic,OEM Grade,Front,11222.3,meter,1000,Apex Components,Delhi,In Stock,3.6
P0402,Door Hinge,Hardware,Reliable supplier-grade material for manufacturing and industrial use. Door Hinge in 3 inch specification.,Stainless Steel,Heavy Duty,3 inch,1455.28,piece,1000,Global Trade Hub,Mumbai,Limited Stock,4.1
P0403,100% Cotton T-Shirt,Textiles,Quality-tested product with bulk supply capability. 100% Cotton T-Shirt in XL specification.,Cotton,Combed,XL,744.98,meter,10,Kaveri Industrial Solutions,Madurai,Limited Stock,4.0
P0404,Hex Bolt,Hardware,Industrial quality product suitable for bulk commercial procurement. Hex Bolt in M6 specification.,Carbon Steel,Grade 8.8,M6,619.68,kg,1000,South India Materials,Salem,In Stock,4.7
P0405,AAC Block,Construction Materials,Industrial quality product suitable for bulk commercial procurement. AAC Block in 600x200x100 mm specification.,Autoclaved Aerated Concrete,Grade 4,600x200x100 mm,1211.94,box,50,Apex Components,Delhi,In Stock,4.8
P0406,PET Packaging Bottle,Packaging,Industrial quality product suitable for bulk commercial procurement. PET Packaging Bottle in 1 L specification.,PET,Food Grade,1 L,94.01,box,50,Apex Components,Delhi,In Stock,3.5
P0407,Stretch Film Roll,Packaging,Reliable supplier-grade material for manufacturing and industrial use. Stretch Film Roll in 50 micron specification.,LLDPE,Industrial,50 micron,96.6,piece,50,Techno Supply Co,Pune,Limited Stock,3.7
P0408,Industrial Air Compressor,Machinery,Quality-tested product with bulk supply capability. Industrial Air Compressor in 10 HP specification.,Cast Iron,Reciprocating,10 HP,137654.84,piece,1,Evergreen Manufacturing,Ahmedabad,In Stock,4.2
P0409,Cotton Grey Fabric,Textiles,Quality-tested product with bulk supply capability. Cotton Grey Fabric in 44 inch specification.,Cotton,Greige,44 inch,156.27,kg,1000,South India Materials,Salem,Limited Stock,4.5
P0410,Engine Oil Filter,Automotive,Quality-tested product with bulk supply capability. Engine Oil Filter in Medium specification.,Steel,OEM Grade,Medium,6434.82,kg,250,ABC Industries,Chennai,Limited Stock,4.9
P0411,MCB Circuit Breaker,Electrical,Quality-tested product with bulk supply capability. MCB Circuit Breaker in 16A specification.,Thermoplastic,B Curve,16A,1042.03,box,250,Prime Traders,Coimbatore,Limited Stock,5.0
P0412,Cotton Grey Fabric,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Cotton Grey Fabric in 58 inch specification.,Cotton,Greige,58 inch,876.98,meter,1000,Global Trade Hub,Mumbai,In Stock,4.1
P0413,Automotive Rubber Hose,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Automotive Rubber Hose in 1 inch specification.,EPDM Rubber,Heat Resistant,1 inch,10349.38,piece,25,Techno Supply Co,Pune,In Stock,4.5
P0414,MCB Circuit Breaker,Electrical,Quality-tested product with bulk supply capability. MCB Circuit Breaker in 32A specification.,Thermoplastic,B Curve,32A,394.66,box,250,Universal B2B Supplies,Kolkata,Limited Stock,4.5
P0415,Automotive Rubber Hose,Automotive,Reliable supplier-grade material for manufacturing and industrial use. Automotive Rubber Hose in 3/4 inch specification.,EPDM Rubber,Heat Resistant,3/4 inch,6344.35,kg,100,ABC Industries,Chennai,In Stock,4.5
P0416,Cotton Grey Fabric,Textiles,Industrial quality product suitable for bulk commercial procurement. Cotton Grey Fabric in 44 inch specification.,Cotton,Greige,44 inch,653.04,piece,1000,National Engineering Works,Hyderabad,In Stock,3.8
P0417,Automotive Brake Pad,Automotive,Quality-tested product with bulk supply capability. Automotive Brake Pad in Rear specification.,Semi Metallic,OEM Grade,Rear,1364.39,piece,500,Kaveri Industrial Solutions,Madurai,In Stock,4.3
P0418,Caustic Soda Flakes,Chemicals,Industrial quality product suitable for bulk commercial procurement. Caustic Soda Flakes in 50 kg specification.,Sodium Hydroxide,Industrial Grade,50 kg,237.45,box,250,South India Materials,Salem,In Stock,4.6
P0419,Industrial Polyester Yarn,Textiles,Reliable supplier-grade material for manufacturing and industrial use. Industrial Polyester Yarn in 20s specification.,Polyester,Spun,20s,669.61,box,1000,Apex Components,Delhi,In Stock,3.9
P0420,Copper Electrical Cable,Electrical,Industrial quality product suitable for bulk commercial procurement. Copper Electrical Cable in 2.5 sq mm specification.,Copper,FR,2.5 sq mm,1869.49,kg,100,Sri Lakshmi Enterprises,Erode,Limited Stock,3.9
P0421,Citric Acid Powder,Chemicals,Quality-tested product with bulk supply capability. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,430.71,kg,50,Evergreen Manufacturing,Ahmedabad,In Stock,3.6
P0422,Corrugated Shipping Box,Packaging,"Suitable for wholesale buyers, distributors, and regular business orders. Corrugated Shipping Box in 24x18x12 inch specification.",Kraft Paper,5 Ply,24x18x12 inch,211.57,box,500,Evergreen Manufacturing,Ahmedabad,In Stock,4.7
P0423,PP Woven Sack,Packaging,Quality-tested product with bulk supply capability. PP Woven Sack in 25 kg specification.,Polypropylene,Laminated,25 kg,21.7,kg,100,Techno Supply Co,Pune,Limited Stock,3.6
P0424,Polyester Fabric Roll,Textiles,Quality-tested product with bulk supply capability. Polyester Fabric Roll in 2 m specification.,Polyester,Knitted,2 m,378.23,box,25,Global Trade Hub,Mumbai,In Stock,3.7
P0425,PET Packaging Bottle,Packaging,Industrial quality product suitable for bulk commercial procurement. PET Packaging Bottle in 250 ml specification.,PET,Food Grade,250 ml,155.36,kg,100,Apex Components,Delhi,In Stock,4.1
P0426,LDPE Film Roll,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. LDPE Film Roll in 100 micron specification.",LDPE,Film Grade,100 micron,236.51,kg,250,Techno Supply Co,Pune,Limited Stock,4.2
P0427,Citric Acid Powder,Chemicals,Industrial quality product suitable for bulk commercial procurement. Citric Acid Powder in 50 kg specification.,Citric Acid,Food Grade,50 kg,87.06,kg,25,Techno Supply Co,Pune,In Stock,3.8
P0428,Industrial Polyester Yarn,Textiles,Industrial quality product suitable for bulk commercial procurement. Industrial Polyester Yarn in 20s specification.,Polyester,Spun,20s,539.45,meter,500,Metro Industrial Supplies,Bengaluru,In Stock,3.5
P0429,Corrugated Shipping Box,Packaging,Industrial quality product suitable for bulk commercial procurement. Corrugated Shipping Box in 12x10x8 inch specification.,Kraft Paper,5 Ply,12x10x8 inch,18.3,box,1000,Prime Traders,Coimbatore,In Stock,4.9
P0430,Industrial Water Pump,Machinery,Industrial quality product suitable for bulk commercial procurement. Industrial Water Pump in 5 HP specification.,Cast Iron,Centrifugal,5 HP,257557.61,piece,2,Apex Components,Delhi,Limited Stock,4.5
P0431,Automotive Brake Pad,Automotive,Industrial quality product suitable for bulk commercial procurement. Automotive Brake Pad in Front specification.,Semi Metallic,OEM Grade,Front,7089.45,kg,50,Universal B2B Supplies,Kolkata,In Stock,4.7
P0432,Caustic Soda Flakes,Chemicals,Reliable supplier-grade material for manufacturing and industrial use. Caustic Soda Flakes in 50 kg specification.,Sodium Hydroxide,Industrial Grade,50 kg,221.64,kg,100,Kaveri Industrial Solutions,Madurai,In Stock,3.7
P0433,Hydraulic Press Machine,Machinery,"Suitable for wholesale buyers, distributors, and regular business orders. Hydraulic Press Machine in 100 Ton specification.",Steel,Hydraulic,100 Ton,196382.49,piece,5,Sri Lakshmi Enterprises,Erode,In Stock,4.3
P0434,Engine Oil Filter,Automotive,Industrial quality product suitable for bulk commercial procurement. Engine Oil Filter in Small specification.,Steel,OEM Grade,Small,209.6,meter,250,ABC Industries,Chennai,In Stock,3.8
P0435,PP Woven Sack,Packaging,Reliable supplier-grade material for manufacturing and industrial use. PP Woven Sack in 50 kg specification.,Polypropylene,Laminated,50 kg,213.61,piece,100,Apex Components,Delhi,In Stock,4.4
P0436,Citric Acid Powder,Chemicals,Quality-tested product with bulk supply capability. Citric Acid Powder in 25 kg specification.,Citric Acid,Food Grade,25 kg,351.94,kg,1000,Sri Lakshmi Enterprises,Erode,In Stock,3.9
P0437,PVC Resin,Plastic,"Suitable for wholesale buyers, distributors, and regular business orders. PVC Resin in 25 kg specification.",PVC,K67,25 kg,236.89,meter,50,Metro Industrial Supplies,Bengaluru,In Stock,4.5
P0438,100% Cotton T-Shirt,Textiles,Quality-tested product with bulk supply capability. 100% Cotton T-Shirt in L specification.,Cotton,Combed,L,174.45,piece,50,Evergreen Manufacturing,Ahmedabad,Limited Stock,4.0
P0439,Citric Acid Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Citric Acid Powder in 50 kg specification.",Citric Acid,Food Grade,50 kg,481.4,piece,10,Global Trade Hub,Mumbai,In Stock,4.7
P0440,Hydraulic Press Machine,Machinery,Quality-tested product with bulk supply capability. Hydraulic Press Machine in 50 Ton specification.,Steel,Hydraulic,50 Ton,415758.6,piece,2,Sri Lakshmi Enterprises,Erode,Limited Stock,4.2
P0441,Titanium Dioxide,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Titanium Dioxide in 25 kg specification.",Titanium Dioxide,Rutile Grade,25 kg,340.5,kg,1000,Sri Lakshmi Enterprises,Erode,In Stock,4.8
P0442,Cotton Grey Fabric,Textiles,Industrial quality product suitable for bulk commercial procurement. Cotton Grey Fabric in 60 inch specification.,Cotton,Greige,60 inch,179.64,kg,10,Apex Components,Delhi,Limited Stock,4.7
P0443,100% Cotton T-Shirt,Textiles,Reliable supplier-grade material for manufacturing and industrial use. 100% Cotton T-Shirt in L specification.,Cotton,Combed,L,817.31,meter,500,Techno Supply Co,Pune,In Stock,4.1
P0444,AAC Block,Construction Materials,"Suitable for wholesale buyers, distributors, and regular business orders. AAC Block in 600x200x100 mm specification.",Autoclaved Aerated Concrete,Grade 4,600x200x100 mm,907.01,kg,100,Kaveri Industrial Solutions,Madurai,In Stock,4.5
P0445,Ceramic Wall Tile,Construction Materials,Reliable supplier-grade material for manufacturing and industrial use. Ceramic Wall Tile in 600x600 mm specification.,Ceramic,Glossy,600x600 mm,808.73,piece,250,Sri Lakshmi Enterprises,Erode,Limited Stock,4.9
P0446,Carbon Steel Pipe,Steel,Industrial quality product suitable for bulk commercial procurement. Carbon Steel Pipe in 4 inch specification.,Carbon steel,IS 2062,4 inch,103.26,box,25,Metro Industrial Supplies,Bengaluru,In Stock,4.3
P0447,PET Packaging Bottle,Packaging,Industrial quality product suitable for bulk commercial procurement. PET Packaging Bottle in 500 ml specification.,PET,Food Grade,500 ml,220.98,piece,250,Kaveri Industrial Solutions,Madurai,In Stock,4.8
P0448,Citric Acid Powder,Chemicals,"Suitable for wholesale buyers, distributors, and regular business orders. Citric Acid Powder in 50 kg specification.",Citric Acid,Food Grade,50 kg,220.33,kg,250,Apex Components,Delhi,Limited Stock,5.0
P0449,Industrial Polyester Yarn,Textiles,Industrial quality product suitable for bulk commercial procurement. Industrial Polyester Yarn in 30s specification.,Polyester,Spun,30s,499.75,meter,250,Global Trade Hub,Mumbai,In Stock,4.2
P0450,100% Cotton T-Shirt,Textiles,Industrial quality product suitable for bulk commercial procurement. 100% Cotton T-Shirt in L specification.,Cotton,Combed,L,237.19,piece,50,Metro Industrial Supplies,Bengaluru,In Stock,4.1
